nome,codigo,preço
CHAVEIRO YSK-12139,YSK-12139,"R$ 6,00"
CHAVEIRO YSK-12140,YSK-12140,"R$ 6,00"
CBO-7223 - CABO DE REDE 2M,CBO-7223,"R$ 6,00"
CBO-7384 - ADAPTADOR IPH,CBO-7384,"R$ 9,00"
CABO V3 INOVA CBO-7596,CBO-7596,"R$ 4,00"
CABO PARA/PS LE-1019,LE-1019,"R$ 5,00"
CABO RJ45 5M LE-303,LE-303,"R$ 10,00"
CABO RJ45 15M LE-305,LE-305,"R$ 12,00"
CABO COM MALHA HDTV VERSION 1.4 LE-6612 1.8M,LE-6612-1.8M,"R$ 8,50"
CABO DE CARGA PARA MIBAND 5 ,LE-9021,"R$ 5,00"
LE-2561 - CARREGADOR UNIVERSAL,LE-2561,"R$ 18,00"
CARREGADOR VEICULAR:LE-525V (COM V8),LE-525V,"R$ 9,00"
MAX-0534 CARREGADOR PORTÁTIL 10.000MAH,MAX-0534,"R$ 40,00"
MAX-0536 CARREGADOR PORTÁTIL 10.000MAH,MAX-0536,"R$ 75,00"
PEI-286-2 CARREGADOR USB 6.2A IPH,PEI-286-2 IPH,"R$ 15,00"
PEI-286-3 CARREGADOR USB 6.2A TPC,PEI-286-3 TPC,"R$ 15,00"
PEI-902 CARREGADOR RAPIDO 30W,PEI-902,"R$ 40,00"
PEI-PD002-I CARREGADOR PD 20W IPH,PEI-PD002-I,"R$ 26,00"
FONE DE OUVIDO LE-2415,LE-2415,"R$ 45,00"
FONE DE OUVIDO LE-2418,LE-2418,"R$ 30,00"
FONE DE OUVIDO LE-2420,LE-2420,"R$ 30,00"
FONE DE OUVIDO LE-2432,LE-2432,"R$ 30,00"
FONE DE OUVIDO LE-2433,LE-2433,"R$ 30,00"
CAIXA DE SOM KOMBI WS-266,WS-266,"R$ 70,00"
LE-1859 - KIT PONTEIRA PROFISSIONAL ACO VANADIO 100MM,LE-1859,"R$ 14,00"
CARREGADOR TURBO CX TIPO C VERMELHA Z2-LS TC -TZ,Z2-LS TIPO C -TZ,"R$ 10,00"
FILTRO DE LINHA ELETRO G2 6 TOMADAS,G2 6 TOMADAS,"R$ 22,00"
LUMINÁRIA DE MESA LE-740,LE-740,"R$ 18,00"
LUMINÁRIA DE MESA LE-743,LE-743,"R$ 18,00"
KV-323 CONTROLE REMOTO UNIVERSAL,KV-323,"R$ 8,00"
FONE DE OUVIDO LE-2411,LE-2411,30
ARMA DE FOGO OU MASSARICO KA-1973,KA-1973,"R$ 15,00"
LE-527C - CARREGADOR VEICULAR (COM TIPO-C),LE-527C,"R$ 10,00"
LE-1958 - BOMBA DE  AR PEDAL ALTA PRESSÃO,LE-1958,"R$ 28,00"
LE-1986 - ESTILETE,LE-1986,"R$ 5,50"
KA-8689 - CAIXA DE SOM KAPBOM,KA-8689,"R$ 90,00"
KA-0033 - RADIO BOOMSBOX 3 RGB KAPBOM,KA-0033,"R$ 145,00"
KA-0011 - RADIO BOOMSBOX LED KAPBOM,KA-0011,"R$ 190,00"
KA-8282 - CAIXA DE SOM ASTRONAUTA KAPBOM,KA-8282,"R$ 52,00"
WS-590 - CARRO CAIXA DE SOM KAPBOM,WS-590,"R$ 95,00"
WS-591 - CARRO CAIXA DE SOM KAPBOM,WS-591,"R$ 65,00"
WS-599 - CARRO CAIXA DE SOM KAPBOM,WS-599,"R$ 70,00"
KA-0137 - GARRAFA TERMICA,KA-0137,"R$ 35,00"
KA-0136 - GARRAFA TERMICA,KA-0136,"R$ 30,00"
KA-1580 - GRAVADOR DE VOZ KAPBOM,KA-1580,"R$ 70,00"
KA-Z13 - AMBIENTADOR DE CARRO HELICOPTÉRO KAPBOM,KA-Z13,"R$ 55,00"
KAP-048 - MODELADOR DE CACHOS HAIR CURLER  KAPBOM,KAP-048,"R$ 68,00"
KA-3611 - MINI BARBEADOR RECARREGÁVEL KAPBOM,KA-3611,"R$ 25,00"
KA-3612 - MINI BARBEADOR RECARREGÁVEL KAPBOM,KA-3612,"R$ 25,00"
KA-7052 - RELOGIO DIGITAL LED KAPBOM,KA-7052,"R$ 35,00"
KA-7039 - RELOGIO DIGITAL LED KAPBOM,KA-7039,"R$ 40,00"
KA-2301 - UMIDIFICADOR DE AR PLANETA KAPBOM,KA-2301,"R$ 40,00"
KA-5703 - FECHADURAS PARA BICICLETAS,KA-5703,"R$ 35,00"
KA-5708 - FECHADURAS PARA BICICLETAS,KA-5708,"R$ 37,00"
KA-1885 - LUZES DE MÚSICA FUTEBOL BLUETOOTH KAPBOM,KA-1885,"R$ 55,00"
KA-1445 - MINI IMPRESSORA TERMICA,KA-1445,"R$ 110,00"
CAMPAINHA INTELIGENTE ,X9,"R$ 70,00"
KA-1556 - APRESENTADOR LASER CONTROLE REMOTO PRESENTER,KA-1556,"R$ 35,00"
CSJ-12205 BOMBA D'AGUA MINI GARRAFA,CSJ-12205,"R$ 17,00"
TYNB-12204 PAINEL SOLAR,TYNB-12204,"R$ 45,00"
CSJ-12209 BOMBA D'AGUA MINI GARRAFA,CSJ-12209,"R$ 40,00"
TYNB-12203 PAINEL SOLAR,TYNB-12203,"R$ 50,00"
JMQ-12211 PISTOLA DE MASSAGEM ,JMQ-12211,"R$ 80,00"
JMQ-12216 PISTOLA DE MASSAGEM INSTRUMENT,JMQ-12216,"R$ 80,00"
A5681 MINI STUDIO FOTOGRAFICO GRANDE,A5681 GRANDE,"R$ 120,00"
A5339 CANETA 3D 3DPEN-10,A5339,"R$ 60,00"
A5681 MINI STUDIO FOTOGRAFICO PEQUENO,A5681 PEQUENO,"R$ 75,00"
A5025 - GARRAFA PLASTICA,A5025,"R$ 15,00"
LE-2356  UMIDIFICADOR,LE-2356,"R$ 25,00"
LE-8135 RELOGIO DE MESA,LE-8135,"R$ 15,00"
LE-2127 UMIDIFICADOR,LE-2127,"R$ 25,00"
LE-2128 UMIDIFICADOR,LE-2128,"R$ 25,00"
LE-1702 DISCO DE CORTE DE TUNGSTENIO PARA MADEIRA ,LE-1702,"R$ 12,00"
LE-1709 DISCO DE CORTE DE FERRO,LE-1709,"R$ 4,00"
LE-1704 DISCO SEGMENTADO,LE-1704,"R$ 9,50"
LE-1708 DISCO DE CORTE DE FERRO,LE-1708,"R$ 3,00"
LE-1701 DISCO DE CORTE DE TUNGSTENIO PARA MADEIRA ,LE-1701,"R$ 11,00"
LE-1705 DISCO TURBO,LE-1705,"R$ 11,00"
LE-1710 DISCO DE CORTE DE FERRO,LE-1710,"R$ 5,00"
LE-1707 DISCO DE CORTE DE FERRO,LE-1707,"R$ 2,50"
LE-1706 DISCO TURBO,LE-1706,"R$ 12,00"
LE-1804 MINI MOTOSSERA PORTATIL A BATERIA 6 POLEGADAS,LE-1804,"R$ 180,00"
LE-1703 DISCO SEGMENTADO,LE-1703,"R$ 8,50"
,,
MOUSE INOVA MOU-11180,MOU-11180,"R$ 7,50"
MOUSE INOVA MOU-11177,MOU-11177,"R$ 8,00"
A1300 - UMIDIFICADOR DE AR,A1300,"R$ 52,00"
RADIO FM INOVA KV-8195 C/ CABO DE FORÇA,KV-8195,"R$ 57,00"
"A0686 - LOUSA MAGICA 8,5",A0686,"R$ 13,00"
A6589 - GARRAFA D'AGUA,A6589,"R$ 32,00"
